Agente,1006,Conexão ,172,Tipo de ligação,Descrição,Ano,Tipo do agente,Tipo de ligação predominante
Escola de dados,1,Open Climate Reporting Initiative (cij),,Financiamento,"Produção do e-book ""justiça climática: dicas para coberturas locais orientadas por dados""; Patrocínio no Coda Amazônia 2023; Patrocínio Coda.br 2023",2023,Escola,Financiamento
Escola de dados,1,Fundação Lemann,,Financiamento,"Apoio para publicação do ebook ""Análise de dados educacionais: aplicando evidências na gestão pública""",2021,Escola,Financiamento
Escola de dados,1,Iede ,,Financiamento,"Apoio para publicação do ebook ""Análise de dados educacionais: aplicando evidências na gestão pública""",2021,Escola,Financiamento
Escola de dados,1,Associação Brasileira de Jornalismo Investigativo (Abraji),,Parceria em projeto,"Publicação ""Manual de jornalismo de dados: rumo a uma prática crítica de dados""; Apoio  no Coda Amazônia 2022, 2021, 2020; Apoio no Coda.br 2019, 2021, 2018, 2017","2022, 2021, 2020, 2019, 2018, 2017",Escola,Parceria em projeto
Escola de dados,1,Instituto de Ensino e Pesquisa (Insper),,Parceria em projeto,"Publicação ""Manual de jornalismo de dados: rumo a uma prática crítica de dados""; Apoio  no Coda Amazônia 2021; Apoio no Coda.br 2021",2021,Escola,Parceria em projeto
Escola de dados,1,Google News Initiative,,"Financiamento, Parceria em projeto","Publicação ""Manual de jornalismo de dados: rumo a uma prática crítica de dados""; Patrocínio no Coda Amazônia 2023, 2022, 2021, 2020; Apoio no Coda.br 2022, 2021, 2019, 2018, 2023","2023, 2022, 2021, 2020, 2019, 2018",Escola,"Financiamento, Parceria em projeto"
Escola de dados,1,Data journalism,,Parceria em projeto,"Publicação ""Manual de jornalismo de dados: rumo a uma prática crítica de dados""",Não especificado,Escola,Parceria em projeto
Escola de dados,1,European Journalism Centre,,Parceria em projeto,"Publicação ""Manual de jornalismo de dados: rumo a uma prática crítica de dados""",Não especificado,Escola,Parceria em projeto
Escola de dados,1,Pyladies Recife,,Parceria em projeto,"Parceria no projeto ""Cerveja com dados""",2024,Escola,Parceria em projeto
Escola de dados,1,Universidade Federal do Pará (UFPA),1,Parceria em projeto,Correalização do Coda Amazônia 2023,2023,Escola,Parceria em projeto
Escola de dados,1,"Programa de Pós-Graduação em Comunicação, Cultura e Amazônia (UFPA)",1,Parceria em projeto,Correalização do Coda Amazônia 2023,2023,Escola,Parceria em projeto
Escola de dados,1,Faculdade de Comunicação (FACOM),,Parceria em projeto,Correalização do Coda Amazônia 2023,2023,Escola,Parceria em projeto
Escola de dados,1,Wiki Movimento Brasil (WMB),,Parceria em projeto,Correalização do Coda Amazônia 2023,2023,Escola,Parceria em projeto
Escola de dados,1,Observatório do Marajó,,Parceria em projeto,Correalização do Coda Amazônia 2023,2023,Escola,Parceria em projeto
Escola de dados,1,Fundação Centro de Referência em Educação Ambiental (FUNBOSQUE),,Parceria em projeto,Correalização do Coda Amazônia 2023,2023,Escola,Parceria em projeto
Escola de dados,1,Lavits,,Parceria em projeto,Apoio no Coda Amazônia 2023,2023,Escola,Parceria em projeto
Escola de dados,1,Pulitzer Center,,Parceria em projeto,Apoio no Coda Amazônia 2023,2023,Escola,Parceria em projeto
Escola de dados,1,Universidade do Estado do Pará,1,Parceria em projeto,Apoio no Coda Amazônia 2023,2023,Escola,Parceria em projeto
Escola de dados,1,Núcleo de Informação e Coordenação do Ponto BR (NIC.br),,Financiamento,"Patrocínio no Coda Amazônia 2023; Apoio no Coda.br 2016, 2023","2016, 2023",Escola,Financiamento
Escola de dados,1,Comitê Gestor da Internet no Brasil (CGI.br),,Financiamento,"Patrocínio no Coda Amazônia 2023; Apoio no Coda.br 2018, 2023","2023, 2018",Escola,Financiamento
Escola de dados,1,Instituto Hivos,,Financiamento,"Patrocínio e apoio no Coda Amazônia 2023, 2021, 2020; Apoio no Coda.br 2021","2023, 2021, 2020",Escola,Financiamento
Escola de dados,1,Vozes pela Ação Climática Justa (VAC),,Financiamento,Patrocínio no Coda Amazônia 2023,2023,Escola,Financiamento
Escola de dados,1,USAID do povo dos Estados Unidos,,Financiamento,Patrocínio no Coda Amazônia 2023,2023,Escola,Financiamento
Escola de dados,1,Internews,,Financiamento,Patrocínio no Coda Amazônia 2023,2023,Escola,Financiamento
Escola de dados,1,WCS,,Financiamento,Patrocínio no Coda Amazônia 2023,2023,Escola,Financiamento
Escola de dados,1,Python Software Foundation,,Parceria em projeto,"Apoio no Coda Amazônia 2022; Apoio no Coda.br 2022, 2019, 2018, 2017","2022, 2019, 2018, 2017",Escola,Parceria em projeto
Escola de dados,1,Tableau Software,,Parceria em projeto,Apoio no Coda Amazônia 2022; Apoio no Coda.br,2022,Escola,Parceria em projeto
Escola de dados,1,ESPM,,Parceria em projeto,"Apoio no Coda Amazônia 2022, 2021, 2020; Apoio no Coda.br 2021, 2018, 2023","2022, 2021, 2020, 2018, 2023",Escola,Parceria em projeto
Escola de dados,1,Knight Center for Journalism in the Americas,,Parceria em projeto,"Apoio no Coda Amazônia 2022, 2021, 2020; Apoio no Coda.br 2021, 2019, 2018, 2017","2022, 2021, 2020, 2019, 2018, 2017",Escola,Parceria em projeto
Escola de dados,1,Lagom Data,,Parceria em projeto,Apoio no Coda Amazônia 2022; Apoio no Coda.br,2022,Escola,Parceria em projeto
Escola de dados,1,Transparência Brasil,,Parceria em projeto,Apoio no Coda Amazônia 2022; Apoio no Coda.br,2022,Escola,Parceria em projeto
Escola de dados,1,Núcleo jorn,,Parceria em projeto,"Apoio no Coda Amazônia 2022; Apoio no Coda.br 2022, 2023","2022, 2023",Escola,Parceria em projeto
Escola de dados,1,Embaixada dos Estados Unidos,,"Financiamento, Parceria em projeto","Apoio no Coda Amazônia 2021, 2020; Apoio no Coda.br 2021, 2023","2021, 2020, 2023",Escola,Financiamento
Escola de dados,1,"Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa (IDP)",1,Parceria em projeto,Apoio no Coda Amazônia 2021; Apoio no Coda.br 2021,2021,Escola,Parceria em projeto
Escola de dados,1,Instituto Brasileiro de Pesquisa e Análise de Dados (IBPAD),1,Parceria em projeto,"Apoio no Coda Amazônia 2021, 2020; Apoio no Coda.br 2021","2021, 2020",Escola,Parceria em projeto
Escola de dados,1,R Consortium,,Parceria em projeto,"Apoio no Coda Amazônia 2021, 2020; Apoio no Coda.br 2021","2021, 2020",Escola,Parceria em projeto
Escola de dados,1,Datopian,,Parceria em projeto,Apoio no Coda Amazônia 2021; Apoio no Coda.br 2021,2021,Escola,Parceria em projeto
Escola de dados,1,UOL,,Parceria em projeto,Apoio de mídia no Coda Amazônia 2021; Apoio no Coda.br 2021,2021,Escola,Parceria em projeto
Escola de dados,1,Embaixada do Reino dos Países Baixos,,Parceria em projeto,Apoio no Coda Amazônia 2020,2020,Escola,Parceria em projeto
Escola de dados,1,Volt Data Lab,,Parceria em projeto,"Apoio de mídia no Coda Amazônia 2020, Coda.br 2019",2020,Escola,Parceria em projeto
Escola de dados,1,Café.art.br,,Parceria em projeto,Apoio no Coda.br 2019,2019,Escola,Parceria em projeto
Escola de dados,1,Consulado Alemão,,Parceria em projeto,Apoio no Coda.br 2019,2019,Escola,Parceria em projeto
Escola de dados,1,Instituto Serrapilheira,,Parceria em projeto,Apoio no Coda.br 2018,2018,Escola,Parceria em projeto
Escola de dados,1,Google News Lab,,Parceria em projeto,Apoio no Coda.br 2017,2017,Escola,Parceria em projeto
Escola de dados,1,FAAP,,Parceria em projeto,Apoio no Coda.br 2017,2017,Escola,Parceria em projeto
Escola de dados,1,La Nación Data,,Parceria em projeto,Apoio no Coda.br 2017,2017,Escola,Parceria em projeto
Escola de dados,1,Open Society Foundations (OSF),,Parceria em projeto,Apoio no Coda.br 2023,2023,Escola,Parceria em projeto
Escola de dados,1,Jusbrasil,,Parceria em projeto,Apoio no Coda.br 2023,2023,Escola,Parceria em projeto
Escola de dados,1,Fiquem Sabendo,,Parceria em projeto,Apoio no Coda.br 2023,2023,Escola,Parceria em projeto
Escola de dados,1,Associação de Jornalismo Digital (Ajor),,Parceria em projeto,Apoio no Coda.br 2023,2023,Escola,Parceria em projeto
Escola de dados,1,International Center for Journalists (ICFJ),,Parceria em projeto,Apoio no Coda.br 2023,2023,Escola,Parceria em projeto
Labic,1,CNPq ,1,Financiamento,Apoio indicado no site ,Não especificado,Laboratório,Financiamento
Labic,1,Capes,1,Financiamento,Apoio indicado no site ,Não especificado,Laboratório,Financiamento
Labic,1,Fapes,1,Financiamento,Apoio indicado no site ,Não especificado,Laboratório,Financiamento
Labic,1,Universidade Aberta da Catalunha (UOC),,Parceria em projeto,Convênio firmado com essa universidade ,Não especificado,Laboratório,Parceria em projeto
Labic,1,Governo Federal,1,Parceria em projeto,Parceria indicada no site,Não especificado,Laboratório,Parceria em projeto
Labic,1,Laboratório de Pesquisa em Comunicação Distribuída e Transformação Política (Cibercult),,Parceria em projeto,Parceria indicada no site,Não especificado,Laboratório,Parceria em projeto
Labic,1,MediaLab.UFRJ,,Parceria em projeto,Parceria indicada no site,Não especificado,Laboratório,Parceria em projeto
Labic,1,Secretaria de Direitos Humanos da Presidência da República,1,Parceria em projeto,Parceria indicada no site,Não especificado,Laboratório,Parceria em projeto
Labic,1,Secretaria da Cultura (Secult),1,Parceria em projeto,Subprojeto Hacker_Ação (LabMaker),"2022, 2023, 2024, 2025",Laboratório,Parceria em projeto
Labic,1,Universidade Federal do Espírito Santo (UFES),1,Parceria em projeto,Subprojeto Hacker_Ação (LabMaker),"2022, 2023, 2024, 2025",Laboratório,Parceria em projeto
Jararaca lab,1,Lavits,,Parceria em projeto,Parceria oficial no site,Não especificado,Laboratório,Parceria em projeto
Jararaca lab,1,MediaLab.UFRJ,,Parceria em projeto,Parceria oficial no site,Não especificado,Laboratório,Parceria em projeto
Jararaca lab,1,DataLabe,,Parceria em projeto,Parceria oficial no site,Não especificado,Laboratório,Parceria em projeto
Jararaca lab,1,Lab404 UFBA,,Parceria em projeto,Parceria oficial no site,Não especificado,Laboratório,Parceria em projeto
Jararaca lab,1,PimentaLab,,Parceria em projeto,Parceria oficial no site,Não especificado,Laboratório,Parceria em projeto
Jararaca lab,1,LED UFRJ,,Parceria em projeto,Parceria oficial no site,Não especificado,Laboratório,Parceria em projeto
Jararaca lab,1,PopuLab,,Parceria em projeto,Parceria oficial no site,Não especificado,Laboratório,Parceria em projeto
Jararaca lab,1,Rastro UFRJ,,Parceria em projeto,Parceria oficial no site,Não especificado,Laboratório,Parceria em projeto
Jararaca lab,1,EN.T.RE,,Parceria em projeto,Parceria oficial no site,Não especificado,Laboratório,Parceria em projeto
Jararaca lab,1,Tecnosfera,,Parceria em projeto,Parceria oficial no site,Não especificado,Laboratório,Parceria em projeto
Jararaca lab,1,Observatório das Metrópoles,,Parceria em projeto,Produção de um relatório sobre o uso de tecnologias de reconhecimento facial nas escolas públicas do Paraná.,2024,Laboratório,Parceria em projeto
MediaLab.UFRJ,1,Science Po,,Parceria em projeto,Publicação das cartografias feitas pelo grupo,Não especificado,Laboratório,Parceria em projeto
MediaLab.UFRJ,1,Lavits,,Parceria em projeto,"Financiador oficial no site; parceria no Projeto Economia psíquica dos algoritmos em linha do tempo; Projeto Inteligência artificial e inclusão na América latina; projeto ""Territórios de Exceção""; projeto Expulsión","2017, 2021, 2024",Laboratório,Parceria em projeto
MediaLab.UFRJ,1,Jararaca lab,,Parceria em projeto,Parceria oficial no site,Não especificado,Laboratório,Parceria em projeto
MediaLab.UFRJ,1,Autonoma,,Parceria em projeto,Parceria oficial no site; Produziu o relatório “Territórios de Exceção: violação de direitos e uso de helicópteros policiais no Rio de Janeiro; projeto Expulsión,2017,Laboratório,Parceria em projeto
MediaLab.UFRJ,1,Labic,,Parceria em projeto,Parceria oficial no site,Não especificado,Laboratório,Parceria em projeto
MediaLab.UFRJ,1,Pontão da Eco UFRJ,,Parceria em projeto,Parceria oficial no site,Não especificado,Laboratório,Parceria em projeto
MediaLab.UFRJ,1,Revista DR,,Parceria em projeto,Parceria oficial no site,Não especificado,Laboratório,Parceria em projeto
MediaLab.UFRJ,1,FAPERJ,1,Financiamento,"Financiador oficial no site; apoio no Projeto Economia psíquica dos algoritmos em linha do tempo; Pesquisa ""Mediação algorítmica em plataformas digitais: racionalidade, subjetividade e conduta.""","2019, 2020",Laboratório,Financiamento
